Date,Open,High,Low,Close,Adj Close,Volume
2017-12-11,126.860001,127.089996,126.410004,126.430000,118.368057,3863800
2017-12-12,126.169998,126.410004,125.669998,126.379997,118.321236,7502400
2017-12-13,126.809998,127.389999,126.589996,127.330002,119.210686,8532900
2017-12-14,127.050003,127.980003,126.790001,127.870003,119.716255,6885000
2017-12-15,127.809998,128.589996,127.559998,128.350006,120.165657,7239400
2017-12-18,127.970001,128.000000,126.910004,127.180000,119.070251,7239700
2017-12-19,126.320000,126.379997,125.070000,125.529999,117.525467,11045800
2017-12-20,124.309998,124.709999,123.949997,124.139999,116.224113,10005800
2017-12-21,124.029999,124.860001,124.000000,124.599998,116.901466,7026900
2017-12-22,124.699997,124.839996,124.529999,124.769997,117.060959,3974300
2017-12-26,124.980003,125.529999,124.970001,125.139999,117.408134,3168400
2017-12-27,125.709999,126.980003,125.699997,126.769997,118.937416,9059700
2017-12-28,126.529999,126.830002,126.370003,126.660004,118.834183,5297100
2017-12-29,126.500000,127.120003,126.480003,126.860001,119.021835,7580500
2018-01-02,126.489998,126.510002,125.070000,125.489998,117.736496,16238200
2018-01-03,126.000000,126.199997,125.489998,126.089996,118.299408,8605100
2018-01-04,125.650002,126.160004,125.370003,126.070000,118.280655,9217900
2018-01-05,125.870003,126.180000,125.360001,125.709999,117.942902,10915400
2018-01-08,125.989998,126.029999,125.169998,125.629997,117.867836,8850600
2018-01-09,124.809998,124.830002,123.809998,123.949997,116.291641,16226400
2018-01-10,122.809998,123.930000,122.660004,123.800003,116.150909,14302600
2018-01-11,123.510002,124.589996,123.309998,124.309998,116.629402,12511000
2018-01-12,124.099998,124.790001,123.910004,124.519997,116.826408,9987100
2018-01-16,125.169998,125.279999,124.559998,125.040001,117.314293,9125900
2018-01-17,125.080002,125.639999,124.599998,124.870003,117.154785,8327000
2018-01-18,123.930000,124.269997,123.540001,123.709999,116.066475,10843900
2018-01-19,123.400002,123.559998,122.980003,123.059998,115.456619,11374300
