Date,Open,High,Low,Close,Adj Close,Volume
2017-12-11,83.690002,84.209999,83.269997,84.139999,73.448425,1988900
2017-12-12,83.620003,84.839996,83.389999,83.430000,72.828644,2409700
2017-12-13,83.739998,84.730003,83.430000,84.110001,73.422234,2460900
2017-12-14,84.339996,84.730003,83.730003,84.379997,73.657921,2202700
2017-12-15,84.529999,85.260002,83.900002,84.910004,74.120583,5872700
2017-12-18,85.110001,85.300003,82.699997,82.750000,72.235046,3343900
2017-12-19,82.959999,83.220001,81.269997,81.339996,71.004211,2445600
2017-12-20,81.680000,81.690002,80.570000,80.589996,70.349518,2241400
2017-12-21,80.500000,81.250000,80.110001,80.650002,70.401909,2516300
2017-12-22,80.800003,81.010002,80.440002,80.440002,70.218590,1755300
2017-12-26,80.650002,81.150002,80.260002,80.330002,70.122543,1581600
2017-12-27,80.400002,80.839996,80.300003,80.660004,70.410629,1742800
2017-12-28,80.919998,81.110001,80.650002,81.070000,70.768517,1338300
2017-12-29,81.260002,81.610001,80.889999,81.059998,70.759789,3347400
2018-01-02,81.199997,81.669998,80.010002,80.279999,70.078911,2163600
2018-01-03,77.000000,78.449997,76.250000,77.190002,67.381538,14587400
2018-01-04,77.300003,78.139999,76.440002,76.830002,67.067307,7146600
2018-01-05,77.400002,77.699997,76.430000,76.839996,67.076019,5758300
2018-01-08,77.110001,78.559998,76.760002,78.019997,68.106079,5570000
2018-01-09,78.050003,78.150002,77.080002,77.209999,67.399002,3484800
2018-01-10,76.980003,77.050003,75.750000,76.209999,66.526077,3978200
2018-01-11,76.589996,76.900002,75.949997,76.209999,66.526077,3545900
2018-01-12,76.160004,76.440002,75.629997,75.940002,66.290382,4350900
2018-01-16,76.110001,76.339996,75.000000,75.269997,65.705513,9056800
2018-01-17,75.500000,75.750000,75.010002,75.500000,65.906303,4976800
2018-01-18,75.519997,75.610001,74.320000,74.889999,65.373795,6801100
2018-01-19,75.040001,75.160004,74.430000,74.989998,65.461098,6529900
2018-01-22,75.010002,75.580002,74.769997,74.889999,65.373795,4394000
2018-01-23,75.000000,76.029999,74.919998,75.709999,66.089607,5204200
2018-01-24,75.669998,76.000000,75.309998,75.559998,65.958679,5278100
2018-01-25,75.599998,76.779999,75.550003,76.690002,66.945084,3915500
2018-01-26,76.540001,76.760002,75.110001,75.500000,65.906303,5245200
2018-01-29,75.610001,75.970001,74.620003,75.089996,65.548393,4829500
2018-01-30,74.720001,75.919998,74.699997,75.320000,65.749176,4798300
2018-01-31,75.629997,76.599998,75.139999,76.440002,66.726837,7018400
2018-02-01,76.459999,76.589996,75.190002,75.900002,66.255455,4069500
2018-02-02,75.589996,76.720001,75.239998,75.680000,66.063423,3528900
2018-02-05,75.650002,76.650002,74.599998,74.690002,65.199234,4693400
2018-02-06,74.199997,74.440002,72.800003,74.110001,64.692909,6910200
2018-02-07,73.980003,74.849998,73.400002,73.760002,64.387398,4913900
2018-02-08,73.400002,74.449997,73.080002,73.309998,63.994579,4101300
2018-02-09,73.419998,75.050003,73.050003,74.379997,64.928604,4629100
2018-02-12,74.400002,75.580002,73.610001,75.260002,65.696793,4418600
2018-02-13,75.010002,75.500000,74.169998,75.070000,65.530937,3395200
2018-02-14,74.730003,74.919998,74.040001,74.339996,64.893684,2885800
2018-02-15,74.480003,75.419998,74.190002,75.419998,65.836464,3122400
2018-02-16,75.309998,76.000000,75.010002,75.800003,66.168182,3529500
2018-02-20,75.510002,75.809998,74.389999,74.750000,65.251595,4264800
2018-02-21,74.669998,75.290001,73.510002,73.540001,64.195366,3822600
2018-02-22,73.800003,74.339996,73.360001,73.580002,64.230270,2449100
2018-02-23,73.650002,75.580002,73.510002,75.519997,65.923752,2055800
2018-02-26,75.650002,76.160004,75.400002,75.989998,66.334038,2970600
2018-02-27,75.940002,76.239998,74.250000,74.260002,64.823868,4134600
2018-02-28,74.599998,75.269997,74.029999,74.070000,64.658005,4717800
2018-03-01,73.269997,74.019997,72.080002,72.349998,63.876659,4832600
2018-03-02,72.370003,73.150002,71.910004,72.500000,64.009087,3535800
2018-03-05,72.620003,73.900002,72.220001,73.699997,65.068542,3391900
2018-03-06,73.580002,73.709999,72.739998,72.919998,64.379898,2554000
2018-03-07,72.730003,73.120003,72.320000,72.889999,64.353409,2368300
2018-03-08,72.500000,73.050003,72.379997,72.830002,64.300438,4543900
2018-03-09,72.900002,73.019997,72.419998,72.870003,64.335754,4149900
2018-03-12,72.879997,73.309998,72.739998,72.970001,64.424042,4782900
2018-03-13,73.199997,73.269997,72.779999,73.000000,64.450531,4093200
2018-03-14,73.150002,73.639999,72.769997,73.519997,64.909630,3367500
2018-03-15,73.580002,74.349998,70.910004,71.239998,62.896652,8084700
2018-03-16,70.760002,70.959999,69.940002,70.610001,62.340435,12427600
